provider_code,event_at,type,amount,location,status,is_injected_anomaly,scenario_label
bkash_sim,2026-07-08T16:18:34Z,cash_in,2400,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:18:45Z,cash_out,2050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:19:22Z,cash_in,1400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:19:33Z,cash_out,2000,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:19:58Z,cash_out,650,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:20:17Z,cash_out,1800,"Zindabazar, Sylhet",pending,0,normal
bkash_sim,2026-07-08T16:20:21Z,cash_in,3700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:21:18Z,cash_in,1150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:21:26Z,cash_out,9050,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:21:52Z,cash_out,1850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:22:26Z,cash_out,2150,"Shahjalal Uposhahar, Sylhet",failed,0,normal
nagad_sim,2026-07-08T16:22:28Z,cash_out,1300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:23:05Z,cash_out,3300,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:23:12Z,cash_in,2250,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:23:31Z,cash_in,3350,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:23:44Z,cash_out,3500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:23:55Z,cash_out,1750,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:24:11Z,cash_out,1800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:24:53Z,cash_out,700,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:24:53Z,cash_in,1600,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:25:03Z,cash_in,1250,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:26:09Z,cash_out,4450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:26:31Z,cash_in,4350,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:26:44Z,cash_out,1400,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:27:03Z,cash_out,3600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:27:11Z,cash_out,350,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:28:09Z,cash_out,3950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:28:10Z,cash_in,1050,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:28:11Z,cash_in,3600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:28:22Z,cash_in,1350,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:29:15Z,cash_out,3950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:29:16Z,cash_out,4850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:30:13Z,cash_out,1800,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:30:38Z,cash_in,1450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:31:09Z,cash_out,1600,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:31:27Z,cash_in,2950,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:31:29Z,cash_in,2000,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:31:43Z,cash_out,2550,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:32:08Z,cash_in,3350,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:32:57Z,cash_in,2000,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:33:19Z,cash_in,1450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:33:52Z,cash_in,1800,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:33:57Z,cash_in,4700,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:34:24Z,cash_out,4600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:34:57Z,cash_out,700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:35:06Z,cash_in,1750,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:35:16Z,cash_out,1500,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:35:16Z,cash_out,950,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:35:43Z,cash_out,1050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:36:36Z,cash_in,3300,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:36:40Z,cash_out,3350,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:36:54Z,cash_out,4150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:37:06Z,cash_out,1450,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:38:48Z,cash_out,2850,"Zindabazar, Sylhet",failed,0,normal
bkash_sim,2026-07-08T16:39:27Z,cash_in,2900,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:39:32Z,cash_out,2900,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:39:55Z,cash_out,2050,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:40:55Z,cash_in,900,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:40:58Z,cash_in,3000,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:41:19Z,cash_in,3950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:41:41Z,cash_in,450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:41:47Z,cash_in,1450,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:41:57Z,cash_in,950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:42:46Z,cash_out,2750,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:43:12Z,cash_out,2000,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:44:56Z,cash_in,3550,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:45:24Z,cash_out,7600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:45:43Z,cash_out,1350,"Ambarkhana, Sylhet",failed,0,normal
rocket_sim,2026-07-08T16:45:56Z,cash_out,1600,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:46:15Z,cash_in,2100,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:46:19Z,cash_in,5550,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:46:29Z,cash_out,1550,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:46:46Z,cash_out,3850,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:46:54Z,cash_out,2250,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:46:56Z,cash_out,850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:47:03Z,cash_out,2550,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:47:09Z,cash_out,2400,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:47:13Z,cash_out,1100,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:47:27Z,cash_in,3550,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:47:40Z,cash_in,3050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:47:46Z,cash_in,1700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:47:53Z,cash_out,3500,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:47:56Z,cash_out,1350,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:48:17Z,cash_out,600,"Shahjalal Uposhahar, Sylhet",pending,0,normal
bkash_sim,2026-07-08T16:48:19Z,cash_in,800,"Zindabazar, Sylhet",failed,0,normal
rocket_sim,2026-07-08T16:49:17Z,cash_out,1000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:49:18Z,cash_out,1100,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:49:44Z,cash_in,1750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:50:11Z,cash_out,3750,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:50:52Z,cash_out,3950,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:51:18Z,cash_out,1300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:51:20Z,cash_out,2750,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:51:57Z,cash_out,3300,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:52:04Z,cash_out,700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:52:11Z,cash_in,5050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:52:44Z,cash_in,750,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:52:54Z,cash_in,650,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:53:32Z,cash_out,1900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:54:11Z,cash_out,11300,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:54:26Z,cash_out,4200,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:55:25Z,cash_in,2100,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:55:51Z,cash_in,2750,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:56:06Z,cash_in,650,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:56:23Z,cash_in,4200,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:56:42Z,cash_in,2300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:56:49Z,cash_in,4150,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:57:02Z,cash_in,8750,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:57:04Z,cash_in,5000,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:57:23Z,cash_out,5900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T16:57:50Z,cash_in,1050,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T16:58:36Z,cash_out,800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T16:59:24Z,cash_out,3600,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:00:05Z,cash_in,450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:00:11Z,cash_out,3550,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:01:01Z,cash_out,800,"Ambarkhana, Sylhet",failed,0,normal
bkash_sim,2026-07-08T17:01:05Z,cash_out,1400,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:01:16Z,cash_out,950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:01:34Z,cash_in,1300,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:01:45Z,cash_in,2650,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:01:45Z,cash_in,950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:02:13Z,cash_in,1150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:02:54Z,cash_in,7450,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:03:15Z,cash_out,11600,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:03:58Z,cash_in,2300,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:04:08Z,cash_out,5450,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:04:11Z,cash_out,1200,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:04:51Z,cash_out,2750,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:05:19Z,cash_out,5450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:05:27Z,cash_in,2000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:06:00Z,cash_in,1750,"Zindabazar, Sylhet",failed,0,normal
bkash_sim,2026-07-08T17:06:32Z,cash_in,1600,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:06:52Z,cash_out,700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:06:59Z,cash_in,450,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:07:43Z,cash_out,1350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:07:45Z,cash_out,2450,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:08:01Z,cash_out,3700,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:08:19Z,cash_out,1300,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:08:45Z,cash_in,1050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:09:29Z,cash_in,4000,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:09:47Z,cash_in,4800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:09:51Z,cash_out,2350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:09:58Z,cash_out,2050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:10:01Z,cash_out,2450,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:11:18Z,cash_out,450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:11:26Z,cash_out,1950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:11:36Z,cash_out,1650,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:11:50Z,cash_out,500,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:12:50Z,cash_out,2400,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:13:44Z,cash_in,2250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:14:19Z,cash_out,1300,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:14:34Z,cash_in,2000,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:14:54Z,cash_out,3500,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:14:57Z,cash_in,4950,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:15:12Z,cash_in,8550,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:15:41Z,cash_out,1150,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:16:54Z,cash_out,2150,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:17:00Z,cash_in,7700,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:17:12Z,cash_out,1550,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:17:21Z,cash_out,1250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:17:51Z,cash_in,2950,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:18:15Z,cash_in,400,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:18:51Z,cash_out,1900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:19:51Z,cash_out,3150,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:20:28Z,cash_out,3650,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:20:42Z,cash_in,2800,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:20:55Z,cash_in,950,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:21:39Z,cash_in,5200,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:21:40Z,cash_out,2900,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:22:03Z,cash_out,2600,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:22:04Z,cash_in,5150,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:22:06Z,cash_in,1550,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:22:27Z,cash_out,25000,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:22:30Z,cash_out,2400,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:22:38Z,cash_out,1700,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:22:46Z,cash_in,1400,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:24:49Z,cash_out,4050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:25:00Z,cash_out,600,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:25:04Z,cash_out,3150,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:25:39Z,cash_out,1950,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:26:00Z,cash_out,1550,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:26:06Z,cash_in,1850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:26:40Z,cash_out,3500,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:27:27Z,cash_out,850,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:27:45Z,cash_in,3000,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:28:04Z,cash_out,5250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:28:16Z,cash_in,2450,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:29:34Z,cash_out,1000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:29:52Z,cash_out,1450,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:29:54Z,cash_in,2050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:30:18Z,cash_out,2700,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:30:36Z,cash_in,1600,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:31:00Z,cash_out,900,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:31:03Z,cash_in,1400,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:31:22Z,cash_out,6500,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:31:34Z,cash_in,2300,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:31:46Z,cash_out,750,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:32:10Z,cash_in,3350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:32:42Z,cash_out,900,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:32:54Z,cash_in,2100,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:32:58Z,cash_out,4050,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:33:16Z,cash_out,4800,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:34:16Z,cash_in,4750,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:34:29Z,cash_in,2450,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:34:52Z,cash_out,650,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:34:56Z,cash_out,2450,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:35:10Z,cash_in,4650,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:35:10Z,cash_in,750,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:35:31Z,cash_out,11050,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:36:03Z,cash_in,6100,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:36:06Z,cash_out,2500,"Shahjalal Uposhahar, Sylhet",pending,0,normal
rocket_sim,2026-07-08T17:36:06Z,cash_in,3850,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:36:16Z,cash_out,1850,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:36:38Z,cash_out,14350,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:36:48Z,cash_in,2800,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:37:06Z,cash_in,3200,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:37:17Z,cash_in,2150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:37:40Z,cash_in,2250,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:38:39Z,cash_in,4200,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:38:57Z,cash_out,2150,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:39:00Z,cash_out,2450,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:39:09Z,cash_in,1100,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:39:13Z,cash_out,1900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:39:32Z,cash_out,2050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:39:36Z,cash_in,950,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:39:54Z,cash_out,1500,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:40:15Z,cash_in,800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:40:50Z,cash_out,900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:40:58Z,cash_out,6050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:41:21Z,cash_out,1200,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:41:26Z,cash_in,1700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:42:05Z,cash_out,1000,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:42:20Z,cash_out,6250,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:42:46Z,cash_in,6100,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:43:30Z,cash_out,2450,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:43:41Z,cash_out,4150,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:43:45Z,cash_out,2250,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:44:10Z,cash_out,1700,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:44:10Z,cash_out,2600,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:44:16Z,cash_in,13600,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:44:42Z,cash_out,1350,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:44:54Z,cash_in,1800,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:45:02Z,cash_in,1400,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:45:28Z,cash_out,2300,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:46:07Z,cash_out,2100,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:46:28Z,cash_out,1200,"Ambarkhana, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:47:00Z,cash_out,5050,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:47:44Z,cash_in,3600,"Zindabazar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:49:14Z,cash_out,750,"Ambarkhana, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:50:26Z,cash_in,1050,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:50:34Z,cash_in,2100,"Shahjalal Uposhahar, Sylhet",completed,0,normal
nagad_sim,2026-07-08T17:51:20Z,cash_in,3850,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:51:21Z,cash_in,1350,"Zindabazar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:51:55Z,cash_out,2550,"Ambarkhana, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:52:10Z,cash_out,1900,"Shahjalal Uposhahar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:52:17Z,cash_out,7400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:55:01Z,cash_in,2400,"Shahjalal Uposhahar, Sylhet",completed,0,normal
bkash_sim,2026-07-08T17:55:24Z,cash_out,1650,"Zindabazar, Sylhet",completed,0,normal
rocket_sim,2026-07-08T17:55:44Z,cash_in,2700,"Shahjalal Uposhahar, Sylhet",completed,0,normal
